,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Lichtblick Liste,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung,RoWo Liste
854,Stadtwerke Neustadt an der Donau,9.90%,26.30%,9.40%,1.30%,52.90%,0.10%,99.90%,37.00%,21.02%,55.84%,19.96%,2.76%,0.21%,78.56%,299.0,0.0003,634.819532908705,https://www.stadtwerke-neustadt-do.de/upload/strom/strom_vertrieb/Strommix2017.pdf,,True,,,,,,,,,,,,,,,,,
855,Stadtwerke Neustadt an der Orla GmbH,6.60%,28.80%,10.40%,1.00%,52.90%,0.20%,99.90%,40.20%,14.01%,61.15%,22.08%,2.12%,0.42%,85.35%,334.0,0.0002,709.1295116772819,https://www.stadtwerke-neustadt-orla.de/strom-und-gas/gesetzliche-regelungen-und-veroeffentlichungen/,,True,Ernst-Thälmann-Straße 18,07806,Neustadt an der Orla,https://www.stadtwerke-neustadt-orla.de/,,A,x,,,,x,,,,,,True
856,Stadtwerke Neustadt an der Weinstraße GmbH,0.00%,0.00%,0.00%,0.00%,52.94%,47.06%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.swneustadt.de/fileadmin/user_upload/Downloads/Strom/Infos_u._Broschueren/Stromkennzeichnung_2017.pdf,,True,Schlachthofstrasse 60,67433,Neustadt an der Weinstrasse,https://www.swneustadt.de/energieanbieter/privatkunden/,,B,,24.9% beteiligung der Pfalzwerke AG,x,,,,,Renewable+,,,True
857,Stadtwerke Neustadt in Holstein,6.99%,20.51%,8.17%,1.06%,52.94%,10.34%,100.01%,29.74%,14.85%,43.58%,17.36%,2.25%,21.97%,63.20%,171.0,0.0002,363.365915852104,https://www.swnh.de/downloads.html,,True,Ziegelhof 8,23730,Neustadt,http://www.stwnh.de/stadtwerke-neustadt-in-holstein.html,,A,x,,,,x,,,,,,True
858,Stadtwerke Neustrelitz GmbH,8.90%,29.30%,6.80%,0.90%,52.90%,1.20%,100.00%,37.00%,18.90%,62.21%,14.44%,1.91%,2.55%,78.56%,328.0,0.0003,696.390658174098,https://www.stadtwerke-neustrelitz.de/fileadmin/user_upload/PDFs/Stromkennzeich_2018_Neu.pdf,,True,Wilhelm-Stolte-Straße 90,17235,Neustrelitz,https://www.stadtwerke-neustrelitz.de/privatkunden/,,A,x,,,,x,,,,,,True
859,Stadtwerke Neuwied GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.nrgie.de/strom,nicht vorhanden,True,Hafenstraße 90,56564,Neuwied,https://www.swn-neuwied.de/swn/swn/,,A,x,,,,x,,,,,,True
860,Stadtwerke Niebüll GmbH,2.60%,,,11.10%,52.90%,33.40%,100.00%,11.10%,5.52%,0.00%,0.00%,23.57%,70.91%,23.57%,92.0,0.0001,195.329087048832,https://www.stadtwerke-niebuell.de/strom/energietraegermix/,FEHLER Kohle und sonstige Fossile zusammengefasst,True,Ostring 5,25899,Niebüll,https://www.sw-nf.de/,,A,,,,,,,,,,,True
861,Stadtwerke Niederrhein - eine Marke der Stadtwerke Goch GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerkeniederrhein.de/das-unternehmen/,nicht vorhanden,True,,,,,,,,,,,,,,,,,
862,Stadtwerke Niesky GmbH,3.60%,18.90%,4.60%,0.80%,52.90%,19.20%,100.00%,24.30%,7.64%,40.13%,9.77%,1.70%,40.76%,51.59%,42.0,0.0001,89.171974522293,https://www.stadtwerke-niesky.de/uploads/20181101_Stromkennzeichnung_2017-1.pdf,,True,,,,,,,,,,,,,,,,,
863,Stadtwerke Norden,6.20%,22.70%,11.40%,1.10%,52.90%,5.70%,100.00%,35.20%,13.16%,48.20%,24.20%,2.34%,12.10%,74.73%,267.0,0.0002,566.8789808917201,https://www.stadtwerke-norden.de/wp-content/uploads/stromkennzeichnung-2018.pdf,,True,Feldstr. 10,26506,Norden,https://www.stadtwerke-norden.de/,,A,x,,,,x,,,,,,True
864,Stadtwerke Norderney GmbH,5.60%,20.00%,7.70%,1.00%,52.90%,12.70%,99.90%,28.70%,11.89%,42.46%,16.35%,2.12%,26.96%,60.93%,222.0,0.0002,471.337579617834,https://stadtwerke-norderney.de/wp-content/uploads/2018/11/Stromkennzeichnung-2017.pdf,,True,Jann-Berghausstraße 34,26548,Norderney,https://stadtwerke-norderney.de/,,A,x,,,,x,,,,,,True
865,Stadtwerke Norderstedt,5.82%,17.78%,22.59%,0.88%,46.80%,6.13%,100.00%,41.25%,10.94%,33.42%,42.46%,1.65%,11.52%,77.54%,259.0,0.0002,486.84210526315803,https://www.stadtwerke-norderstedt.de/fileadmin/user_upload/Downloads/Energiewirtschaft/Energiemix/Stromkennzeichnung_2017.pdf,,True,Heidbergstr. 101-111,22846,Norderstedt,https://www.stadtwerke-norderstedt.de/,,A,x,,,,x,,,,,,True
866,Stadtwerke Nortorf AöR,1.00%,3.00%,1.00%,0.00%,53.00%,42.00%,100.00%,4.00%,2.13%,6.38%,2.13%,0.00%,89.36%,8.51%,34.0,0.0,72.3404255319149,https://www.stadtwerke-nortorf.de/index.php/stromkennzeichnung-123.html,,True,Poststr. 21,24589,Nortorf / Holstein,https://www.stadtwerke-nortorf.de/index.php/startseite.html,,A,x,,,,x,,,,,,True
867,Stadtwerke Nürtingen GmbH,7.60%,16.30%,10.00%,0.80%,52.90%,12.30%,99.90%,27.10%,16.14%,34.61%,21.23%,1.70%,26.11%,57.54%,186.0,0.0002,394.90445859872597,https://sw-nuertingen.de/fileadmin/downloads/Stromkennzeichnung_2017.pdf,,True,Porschestraße 5-9,72622,Nürtingen,https://sw-nuertingen.de/startseite/,,A,x,,,,x,,,,,,True
868,Stadtwerke Oberkirch GmbH,6.50%,30.90%,8.10%,1.20%,52.90%,0.40%,100.00%,40.20%,13.80%,65.61%,17.20%,2.55%,0.85%,85.35%,349.0,0.0002,740.976645435244,https://www.stadtwerke-oberkirch.de/de/Strom/Stromkennzeichnung/,,True,Appenweierer Str. 54,77704,Oberkirch,https://www.stadtwerke-oberkirch.de/,,A,,,,,,,,,,,True
869,Stadtwerke Oberriexingen GmbH,6.60%,31.70%,7.40%,1.20%,52.90%,0.10%,99.90%,40.30%,14.01%,67.30%,15.71%,2.55%,0.21%,85.56%,358.0,0.0002,760.084925690021,https://www.sw-ori.de/fileadmin/user_upload/pdf/formulare/strom/2018/stromkennzeichnungswori2017.pdf,,True,,,,,,,,,,,,,,,,,
870,Stadtwerke Oberursel (Taunus) GmbH,4.30%,17.90%,4.80%,0.80%,46.10%,26.20%,100.10%,23.50%,7.98%,33.21%,8.91%,1.48%,48.61%,43.60%,204.0,0.0001,378.47866419294996,https://www.stadtwerke-oberursel.de/2017-SWO-Stromkennzeichnung-WEB.jpg,,True,,,,,,,,,,,,,,,,,
871,Stadtwerke Ochtrup,10.40%,35.80%,5.00%,0.60%,45.80%,2.40%,100.00%,41.40%,19.19%,66.05%,9.23%,1.11%,4.43%,76.38%,391.0,0.0003,721.40221402214,http://www.stadtwerke-ochtrup.de/de/Geschaeftskunden/Strom/Rechte-Seite/Stromkennzeichnungen-2017-fuer-Homepage.pdf,,True,,,,,,,,,,,,,,,,,
872,Stadtwerke OELSNITZ/V. GmbH,7.30%,21.40%,6.20%,0.90%,52.90%,11.30%,100.00%,28.50%,15.50%,45.44%,13.16%,1.91%,23.99%,60.51%,235.0,0.0002,498.93842887473505,https://vogtland-energie.de/seite/service/wichtige-dokumente/,FEHLER Deutschland-Mix,True,,,,,,,,,,,,,,,,,
873,Stadtwerke Oerlinghausen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-oerlinghausen.de/energie-and-wasser/strom/strommix.html,FEHLER fehlerhafte Kennzeichnung,True,,,,,,,,,,,,,,,,,
874,Stadtwerke Olbernhau GmbH,7.90%,23.08%,6.72%,0.94%,52.94%,8.42%,100.00%,30.74%,16.79%,49.04%,14.28%,2.00%,17.89%,65.32%,254.0,0.0002,539.7365065873349,http://www.stadtwerke-olbernhau.de/files/2017/Energiemix_2017.pdf,,True,,,,,,,,,,,,,,,,,
875,Stadtwerke Olching GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://stadtwerke-olching.de/strom/stromkennzeichnung/,,True,Ilzweg 1,82140,Olching,https://stadtwerke-olching.de/,,R?,,,?,,,,x,,,,True
876,Stadtwerke Oldenburg in Holstein GmbH,0.00%,0.00%,0.00%,0.00%,52.94%,47.06%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.swo-holstein.de/files/downloads/Strom/Stromkennzeichnung_2017.pdf,,True,,,,,,,,,,,,,,,,,
877,Stadtwerke Oranienburg GmbH,2.20%,6.00%,7.80%,0.20%,52.90%,30.90%,100.00%,14.00%,4.67%,12.74%,16.56%,0.42%,65.61%,29.72%,81.0,0.0001,171.974522292994,https://stadtwerke-oranienburg.de/wp-content/uploads/Dokumente_Strom/Stromkennzeichnung/Stromkennzeichnung-2017-Stadtwerke-Oranienburg.pdf,,True,Klagenfurter Str. 41,16515,Oranienburg,https://stadtwerke-oranienburg.de/,,A,x,,,,x,,,,,,True
878,Stadtwerke Osnabrück AG,6.50%,30.80%,8.50%,1.20%,52.90%,0.10%,100.00%,40.50%,13.80%,65.39%,18.05%,2.55%,0.21%,85.99%,325.0,0.0002,690.021231422505,https://www.stadtwerke-osnabrueck.de/privatkunden/energie/strom/stromkennzeichnung.html,,True,Alte Poststraße 9,49074,Osnabrück,https://www.stadtwerke-osnabrueck.de/privatkunden.html,,A,x,,,x,x,,,,,,True
879,Stadtwerke Ostmünsterland GmbH & Co. KG,8.00%,25.30%,7.60%,1.20%,52.90%,5.00%,100.00%,34.10%,16.99%,53.72%,16.14%,2.55%,10.62%,72.40%,294.0,0.0002,624.203821656051,https://www.so.de/de/privat-produkte/strom/strommix/,,True,,,,,,,,,,,,,,,,,
880,Stadtwerke Paderborn GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-pb.de/strom/strommix/,,True,,,,,,,,,,,,,,,,,
881,Stadtwerke Pappenheim,9.00%,26.00%,9.00%,1.00%,53.00%,2.00%,100.00%,36.00%,19.15%,55.32%,19.15%,2.13%,4.26%,76.60%,258.0,0.0003,548.936170212766,https://stadtwerke.pappenheim.eu/fileadmin/redaktion/pdf/Stromkennzeichnung_2017.pdf,,True,,,,,,,,,,,,,,,,,
882,Stadtwerke Parchim GmbH,5.10%,15.70%,31.10%,0.70%,47.30%,0.00%,99.90%,47.50%,9.68%,29.79%,59.01%,1.33%,0.00%,90.13%,338.0,0.0001,641.366223908919,https://www.stadtwerke-parchim.de/download.html,,True,,,,,,,,,,,,,,,,,
883,Stadtwerke Pasewalk GmbH,16.00%,19.00%,11.00%,1.00%,53.00%,0.00%,100.00%,31.00%,34.04%,40.43%,23.40%,2.13%,0.00%,65.96%,226.0,0.0004,480.851063829787,https://www.stadtwerke-pasewalk.de/produkte/strom/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
884,Stadtwerke Passau GmbH,4.80%,5.90%,1.60%,0.20%,52.10%,35.40%,100.00%,7.70%,10.02%,12.32%,3.34%,0.42%,73.90%,16.08%,65.0,0.0001,135.699373695198,https://www.stadtwerke-passau.de/fileadmin/media/energie_und_wasser/SKZ_SWP_2017_31.10.2018.pdf,,True,Regensburger Straße 29,94036,Passau,https://www.stadtwerke-passau.de/,,A,x,,,,x,,,,x,,True
885,Stadtwerke Peine GmbH,4.80%,10.90%,2.30%,0.30%,52.90%,28.70%,99.90%,13.50%,10.19%,23.14%,4.88%,0.64%,60.93%,28.66%,114.0,0.0001,242.03821656051002,https://www.stadtwerke-peine.de/stadtwerke-peine/privatkunden/produkte-tarife/strom/1-strom-pe/strom-kennzeichnung-stadtwerke-peine.html,,True,Woltorfer Str. 64,31224,Peine,https://www.stadtwerke-peine.de/stadtwerke-peine/,,A,x,,,,x,,,,,,True
886,Stadtwerke Pfaffenhofen a. d. Ilm,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-pfaffenhofen.de/strom,nicht aktuell,True,Michael-Weingartner-Straße 11,85276,Pfaffenhofen a. d. Ilm,https://www.stadtwerke-pfaffenhofen.de/,mail@stadtwerke-pfaffenhofen.de,R,,,x,,,,,,,Ökostromtarif ohne EEG Anteil,True
887,Stadtwerke Pfarrkirchen,10.00%,26.60%,9.80%,1.30%,52.90%,-0.60%,100.00%,37.70%,21.23%,56.48%,20.81%,2.76%,-1.27%,80.04%,316.0,0.0003,670.912951167728,https://www.swpan.de/strom/vertrieb/veroeffentlichungen/,FEHLER negativer Ökostrombetrag?,True,Äußere-Simbacher-Str. 7,84347,Pfarrkirchen,https://www.swpan.de/home/,,A,x,,,,x,,,,,,True
888,Stadtwerke Pfullendorf GmbH,8.80%,31.40%,8.40%,1.20%,49.70%,0.50%,100.00%,41.00%,17.50%,62.43%,16.70%,2.39%,0.99%,81.51%,340.0,0.0003,675.944333996024,https://www.pfullendorf.de/stadtwerke-wAssets/docs/stromkennzeichnung-fuer-das-lieferjahr-2017.pdf,,True,Bahnhofstr. 6,88630,Pfullendorf,https://pfullendorf.de/stadtwerke/,,A,x,,,,x,,,,,,True
889,Stadtwerke Pinneberg GmbH,8.10%,24.90%,10.70%,1.20%,51.80%,3.30%,100.00%,36.80%,16.80%,51.66%,22.20%,2.49%,6.85%,76.35%,313.0,0.0002,649.377593360996,https://www.stadtwerke-pinneberg.de/privatkunden/strom/strommix.html,,True,Am Hafen 67,25421,Pinneberg,https://www.stadtwerke-pinneberg.de/,,A,x,,,,x,,,,,,True
890,Stadtwerke Pirmasens Versorgungs GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-pirmasens.de/de/Service/Veroeffentlichungen-Gesetze-Verordnungen-AGB/,nicht aktuell,True,An der Streckbrücke 4,66954,Pirmasens,https://www.stadtwerke-pirmasens.de/,,A,,,,,,,,,,,True
891,Stadtwerke Plattling,9.80%,25.90%,10.80%,1.40%,50.50%,1.70%,100.10%,38.10%,19.80%,52.32%,21.82%,2.83%,3.43%,76.97%,316.0,0.0003,638.383838383838,https://www.stadtwerke-plattling.de/upload/strom/strom_vertrieb/2_Stromkennzeichnung/Kennzeichnung%20der%20Stromlieferung%202017.pdf,,True,,,,,,,,,,,,,,,,,
892,Stadtwerke Plön Versorgung GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-ploen.de/,nicht vorhanden,True,Lübecker Str. 20,24306,Plön,https://stadtwerke-ploen.de/,,?,,,,,,,,Okpower?,x,,True
893,Stadtwerke Porta Westfalica GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-porta-westfalica.de/porta-strom/,nicht aktuell,True,,,,,,,,,,,,,,,,,
894,Stadtwerke Prenzlau GmbH,7.90%,31.20%,6.10%,0.70%,52.90%,1.10%,99.90%,38.00%,16.77%,66.24%,12.95%,1.49%,2.34%,80.68%,349.0,0.0002,740.976645435244,https://www.stadtwerke-prenzlau.de/privatkunden/strom/stromkennzeichnung,,True,Freyschmidtstraße 20,17291,Prenzlau,https://www.stadtwerke-prenzlau.de/,,A,x,,,,x,,,,,,True
895,Stadtwerke Pritzwalk GmbH,7.50%,23.30%,7.00%,1.10%,52.90%,8.20%,100.00%,31.40%,15.92%,49.47%,14.86%,2.34%,17.41%,66.67%,264.0,0.0002,560.5095541401271,https://www.sw-pritzwalk.de/index.php/produkte/strom/geschaeftskunden-strom-information/stromherkunft,,True,Gartenstraße 8,16928,Pritzwalk,https://www.sw-pritzwalk.de/,,A,x,,,,x,,,,,,True
896,Stadtwerke Pulheim GmbH,0.00%,9.20%,28.30%,3.00%,52.90%,6.60%,100.00%,40.50%,0.00%,19.53%,60.08%,6.37%,14.01%,85.99%,292.0,0.0,619.957537154989,https://www.stadtwerke-pulheim.de/index.php?id=248,,True,Christianstraße 39,50259,Pulheim,https://www.stadtwerke-pulheim.de/index.php?id=255&no_cache=1,,A,x,,,,x,,,,,,True
897,Stadtwerke Quedlinburg GmbH,8.50%,21.70%,17.00%,0.80%,48.30%,4.30%,100.60%,39.50%,16.44%,41.97%,32.88%,1.55%,8.32%,76.40%,224.0,0.0002,433.268858800774,https://www.stadtwerke-quedlinburg.de/cdn/user_upload/Contentbilder/Stromkennzeichnung/Stromkennzeichnung_2017.pdf,,True,Rathenaustr. 9,06484,Quedlinburg,https://www.stadtwerke-quedlinburg.de/,,A,x,,,,x,,,,,,True
898,Stadtwerke Quickborn GmbH,11.30%,18.90%,6.00%,0.90%,52.90%,9.90%,99.90%,25.80%,23.99%,40.13%,12.74%,1.91%,21.02%,54.78%,172.0,0.0003,365.180467091295,https://www.stadtwerke-quickborn.de/de/Energie-Wasser/Strom/Privatkunden/Quickborn-Ellerau/Q-Strom/Q-Strom1/SW-Quickborn-Stromkennzeichnung2017.pdf,,True,Pinneberger Str. 2,25451,Quickborn,https://www.stadtwerke-quickborn.de/,,A,x,,,,x,,,,,,True
899,Stadtwerke Radevormwald GmbH,8.90%,32.00%,5.30%,0.70%,52.90%,0.30%,100.10%,38.00%,18.90%,67.94%,11.25%,1.49%,0.64%,80.68%,352.0,0.0002,747.346072186837,https://www.s-w-r.de/stromkennzeichnung.php,,True,,,,,,,,,,,,,,,,,
900,Stadtwerke Radolfzell GmbH,4.94%,14.55%,4.02%,0.58%,52.31%,23.60%,100.00%,19.15%,10.36%,30.51%,8.43%,1.22%,49.49%,40.16%,166.0,0.0001,348.08135877542503,https://www.stadtwerke-radolfzell.de/privatkunden/strom/stromkennzeichnung/,,True,Untertorstraße 7-9,78315,Radolfzell,https://www.stadtwerke-radolfzell.de,,A,,,,,,,,,,,True
901,Stadtwerke Ramstein-Miesenbach GmbH,9.70%,33.30%,3.60%,0.50%,52.90%,0.00%,100.00%,37.40%,20.59%,70.70%,7.64%,1.06%,0.00%,79.41%,360.0,0.0003,764.3312101910831,https://www.stadtwerke-ramstein.de/fileadmin/dokumente/Strom/pdf/Stromkennzeichnung/Stromkennzeichung_Ramstein_2017.pdf,,True,Am Neuen Markt 8,66877,Ramstein-Miesenbach,https://www.stadtwerke-ramstein.de,,A,,,,,,,,,,,True
902,Stadtwerke Rastatt GmbH,8.40%,24.30%,9.60%,1.30%,52.90%,3.40%,99.90%,35.20%,17.83%,51.59%,20.38%,2.76%,7.22%,74.73%,0.0,0.0002,0.0,https://www.stadtwerke-rastatt.de/de/strom/Strommix/,FEHLER Umweltbelastungen,True,Markgrafenstraße 7,76437,Rastatt,https://www.stadtwerke-rastatt.de,,A,,,,,,,,,,,True
903,Stadtwerke Ratingen GmbH,6.80%,22.70%,11.60%,0.40%,52.80%,5.80%,100.10%,34.70%,14.41%,48.09%,24.58%,0.85%,12.29%,73.52%,267.0,0.0002,565.677966101695,https://www.stadtwerke-ratingen.de/privatkunde/strom/,,True,Sandstr.36,40878,Ratingen,Stadtwerke Ratingen GmbH,,A,,,,,,,,,,,True
904,Stadtwerke Rees GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-rees.de/,nicht aktuell,True,,,,,,,,,,,,,,,,,
905,Stadtwerke Reichenbach/Vogtland GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.swrc.de/stadtwerke/strom/?L=0,,True,Roßplatz 13,08468,Reichenbach,https://www.swrc.de,,A,,,,,,,,,,,True
906,Stadtwerke Rendsburg GmbH,5.60%,16.90%,8.70%,0.80%,52.90%,15.10%,100.00%,26.40%,11.89%,35.88%,18.47%,1.70%,32.06%,56.05%,205.0,0.0001,435.244161358811,https://www.stadtwerke-rendsburg.de/stromkennzeichnung.html,,True,Am Eiland 12,24768,Rendsburg,https://www.stadtwerke-rendsburg.de,,A,,,,,,,,,,,True
907,Stadtwerke Rhede GmbH,8.80%,27.80%,7.80%,0.90%,52.90%,1.70%,99.90%,36.50%,18.68%,59.02%,16.56%,1.91%,3.61%,77.49%,314.0,0.0002,666.666666666667,https://www.stadtwerke-rhede.de/privatkunden/strom/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
908,Stadtwerke Riesa GmbH,3.30%,10.10%,33.00%,0.50%,52.90%,0.20%,100.00%,43.60%,7.01%,21.44%,70.06%,1.06%,0.42%,92.57%,214.0,0.0001,454.35244161358804,https://www.stw-riesa.de/strom/stadtstrom/,,True,,,,,,,,,,,,,,,,,
909,Stadtwerke Rietberg-Langenberg GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-rl.de/privatkunden/strom/stromkennzeichnung.html,nicht aktuell,True,,,,,,,,,,,,,,,,,
910,Stadtwerke Rinteln GmbH,10.40%,31.00%,2.70%,0.30%,51.70%,3.90%,100.00%,34.00%,21.53%,64.18%,5.59%,0.62%,8.07%,70.39%,332.0,0.0003,687.370600414079,https://www.stadtwerke-rinteln.de/assets/Strom/Stromkennzeichnung-2017.pdf,,True,Bahnhofsweg 6,31737,Rinteln,https://www.stadtwerke-rinteln.de/,,A,,,,,,,,,,,True
911,Stadtwerke Rosenheim Versorgungs GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.swro.de/versorgung/strom/,nicht aktuell,True,Bayerstraße 5,83022,Rosenheim,https://www.swro.de,,A,,,,,,,,,,,True
912,StadtWerke Rösrath - Energie GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-roesrath.de/de/Energie/Strom/Stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
913,Stadtwerke Rostock AG,0.00%,0.00%,13.10%,0.00%,51.30%,35.60%,100.00%,13.10%,0.00%,0.00%,26.90%,0.00%,73.10%,26.90%,56.0,0.0,114.989733059548,https://www.swrag.de/privatkunden/strom/veroeffentlichungen/stromkennzeichnung.html,,True,Schmarler Damm 5,18069,Rostock,https://www.swrag.de,,A,13% Erdgas,,,,,,,,,,True
914,Stadtwerke Rotenburg (Wümme) GmbH,5.80%,21.70%,14.60%,1.00%,52.90%,4.00%,100.00%,37.30%,12.31%,46.07%,31.00%,2.12%,8.49%,79.19%,253.0,0.0002,537.154989384289,https://www.stadtwerke-rotenburg.de/tl_files/content/Downloads/strom/Stromkennzeichnung%202017.pdf,,True,Mittelweg 19,27356,Rotenburg (Wümme),http://www.stadtwerke-rotenburg.de,,A,,,,,,,,,,,True
915,Stadtwerke Roth,8.60%,23.50%,8.20%,0.80%,52.90%,6.00%,100.00%,32.50%,18.26%,49.89%,17.41%,1.70%,12.74%,69.00%,259.0,0.0002,549.893842887474,https://stadtwerke-roth.de/hp510/Stromkennzeichnung.htm?ITServ=acb377tkka4345sd8itt94e8vit,,True,Sandgasse 23,91154,Roth,https://stadtwerke-roth.de,,A,,,,,,,,,,,True
916,Stadtwerke Röthenbach a. d. Pegnitz GmbH,17.10%,50.10%,19.60%,3.10%,3.00%,7.10%,100.00%,72.80%,17.63%,51.65%,20.21%,3.20%,7.32%,75.05%,664.0,0.0005,684.536082474227,https://www.stadtwerke-roethenbach.de//stromvertrieb-stromkennzeichnung.html,FEHLER mit EEG,True,,,,,,,,,,,,,,,,,
917,Stadtwerke Rothenburg o.d.T. GmbH,7.50%,23.00%,12.50%,1.40%,52.90%,2.60%,99.90%,36.90%,15.92%,48.83%,26.54%,2.97%,5.52%,78.34%,296.0,0.0002,628.450106157113,https://www.stadtwerke-rothenburg.de/images/swr_downloads/gesetze-und-verordnungen/strom/SWR_Stromkennzeichnung_Neu.pdf,,True,Steinweg 25,91541,Rothenburg o.T.,https://www.stadtwerke-rothenburg.de,,A,,,,,,,,,,,True
918,Stadtwerke Rottenburg am Neckar GmbH,0.00%,0.00%,0.00%,0.00%,47.80%,52.20%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.sw-rottenburg.de/de/Energie/Strom/Stromkennzeichnung/,,True,Siebenlindenstraße 19,72108,Rottenburg am Neckar,https://www.sw-rottenburg.de,info@sw-rottenburg.de,R,,,x,,,,x,,,Bioerdgas,True
919,Stadtwerke Saalfeld GmbH,7.30%,27.20%,11.70%,0.60%,52.90%,0.30%,100.00%,39.50%,15.50%,57.75%,24.84%,1.27%,0.64%,83.86%,324.0,0.0002,687.8980891719749,https://www.stadtwerke-saalfeld.de/files/166CE43BB5F/Stromkennzeichnung%202017%20Internet%20Color_endg%C3%BCltig.pdf,,True,Remschützer Str. 42,07318,Saalfeld,https://www.stadtwerke-saalfeld.de,,A,,,,,,,,,,,True
920,Stadtwerke Saarlouis GmbH,8.60%,29.40%,3.10%,0.50%,52.30%,6.10%,100.00%,33.00%,18.03%,61.64%,6.50%,1.05%,12.79%,69.18%,318.0,0.0003,666.666666666667,https://www.swsls.de/assets/pdf/1_1_Strom/1_1_1_Grundversorgungstarif/Strommix%202017%2020181113.pdf,,True,,,,,,,,,,,,,,,,,
921,Stadtwerke Sangerhausen GmbH,0.90%,10.30%,12.10%,0.20%,52.90%,23.60%,100.00%,22.60%,1.91%,21.87%,25.69%,0.42%,50.11%,47.98%,140.0,0.0,297.23991507431,https://www.stadtwerke-sangerhausen.de/files/pdf_vertrieb/strom/veroeffentlichungspflichten/stromkennz_2019.pdf,,True,,,,,,,,,,,,,,,,,
922,Stadtwerke Schaumburg-Lippe GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-schaumburg-lippe.de/produkte-und-leistungen/strom/wissenswertes/stromkennzeichnung/,nicht aktuell,True,An der Gasanstalt 6,31675,Bückeburg,https://www.stadtwerke-schaumburg-lippe.de,,A,,,,,,,,,,,True
923,Stadtwerke Scheinfeld,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stw-scheinfeld.de/11-stadtwerke,nicht aktuell,True,Karl-Lax-Str. 1,91443,Scheinfeld,https://www.stw-scheinfeld.de,,A,,,,,,,,,,,True
